Index,Number,Name,Type-1,Type-2,Total,HP,Attack,Defense,Sp-Atk,Sp-Def,Speed,Egg-Group-1,Egg-Group-2,Experience-type,XP-Mult,HP-base,HP/Nv,FOR,DES,CON,INT,SAB,CAR,Armor
627,518,Musharna,PSYCHIC,,487,116,55,85,107,95,29,Field,,Fast,10,24,6,7,4,12,14,12,3d4,7
628,519,Pidove,NORMAL,FLYING,264,50,55,50,36,30,43,Flying,,Medium-Slow,-5,11,3,7,6,5,5,4,3d4,3
629,520,Tranquill,NORMAL,FLYING,358,62,77,62,50,42,65,Flying,,Medium-Slow,-5,13,4,10,9,7,7,6,3d4,4
630,521,Unfezant,NORMAL,FLYING,488,80,115,80,65,55,93,Flying,,Medium-Slow,-5,17,5,15,12,9,9,7,3d4,5
631,522,Blitzle,ELECTRIC,,295,45,60,32,50,32,76,Field,,Medium-Fast,5,10,3,8,10,4,7,4,3d4,2
632,523,Zebstrika,ELECTRIC,,497,75,100,63,80,63,116,Field,,Medium-Fast,5,16,4,13,15,8,10,8,3d4,5
633,524,Roggenrola,ROCK,,280,55,75,85,25,25,15,Mineral,,Medium-Slow,-5,12,3,10,2,7,4,4,3d4,4
634,525,Boldore,ROCK,,390,70,105,105,50,40,20,Mineral,,Medium-Slow,-5,15,4,14,3,10,7,5,3d4,5
635,526,Gigalith,ROCK,,515,85,135,130,60,80,25,Mineral,,Medium-Slow,-5,18,5,17,4,14,8,10,3d4,8
636,527,Woobat,PSYCHIC,FLYING,323,65,45,43,55,43,72,Field,Flying,Medium-Fast,5,14,4,6,9,6,7,6,3d4,3
637,528,Swoobat,PSYCHIC,FLYING,425,67,57,55,77,55,114,Field,Flying,Medium-Fast,5,14,4,8,15,7,10,7,3d4,4
638,529,Drilbur,GROUND,,328,60,85,40,30,45,68,Field,,Medium-Fast,5,13,4,11,9,6,4,6,3d4,3
639,530,Excadrill,GROUND,STEEL,508,110,135,60,50,65,88,Field,,Medium-Fast,5,23,6,17,11,8,7,9,3d4,5
640,531,Audino,NORMAL,,445,103,60,86,60,86,50,Fairy,,Fast,10,21,6,8,7,11,8,11,3d4,6
641,531,Mega-Audino,NORMAL,FAIRY,545,103,60,126,80,126,50,Fairy,,Fast,10,21,6,8,7,16,10,16,3d4,10
642,532,Timburr,FIGHTING,,305,75,80,55,25,35,35,Human-Like,,Medium-Slow,-5,16,4,10,5,6,4,5,3d4,3
643,533,Gurdurr,FIGHTING,,405,85,105,85,40,50,40,Human-Like,,Medium-Slow,-5,18,5,14,5,9,5,7,3d4,5
644,534,Conkeldurr,FIGHTING,,505,105,140,95,55,65,45,Human-Like,,Medium-Slow,-5,22,6,18,6,10,7,9,3d4,6
645,535,Tympole,WATER,,294,50,50,40,50,40,64,Water-1,,Medium-Slow,-5,11,3,7,8,5,7,5,3d4,3
646,536,Palpitoad,WATER,GROUND,384,75,65,55,65,55,69,Water-1,,Medium-Slow,-5,16,4,9,9,7,9,7,3d4,4
647,537,Seismitoad,WATER,GROUND,509,105,95,75,85,75,74,Water-1,,Medium-Slow,-5,22,6,12,10,10,11,10,3d4,6
648,538,Throh,FIGHTING,,465,120,100,85,30,85,45,Human-Like,,Medium-Fast,5,25,7,13,6,11,4,11,3d4,6
649,539,Sawk,FIGHTING,,465,75,125,75,30,75,85,Human-Like,,Medium-Fast,5,16,4,16,11,10,4,10,3d4,6
650,540,Sewaddle,BUG,GRASS,310,45,53,70,40,60,42,Bug,,Medium-Slow,-5,10,3,7,6,9,5,8,3d4,5
651,541,Swadloon,BUG,GRASS,380,55,63,90,50,80,42,Bug,,Medium-Slow,-5,12,3,8,6,11,7,10,3d4,6
652,542,Leavanny,BUG,GRASS,500,75,103,80,70,80,92,Bug,,Medium-Slow,-5,16,4,13,12,10,9,10,3d4,6
653,543,Venipede,BUG,POISON,260,30,45,59,30,39,57,Bug,,Medium-Slow,-5,7,2,6,8,7,4,5,3d4,3
654,544,Whirlipede,BUG,POISON,360,40,55,99,40,79,47,Bug,,Medium-Slow,-5,9,3,7,6,12,5,10,3d4,7
655,545,Scolipede,BUG,POISON,485,60,100,89,55,69,112,Bug,,Medium-Slow,-5,13,4,13,14,10,7,9,3d4,6
656,546,Cottonee,GRASS,FAIRY,280,40,27,60,37,50,66,Grass,Fairy,Medium-Fast,5,9,3,4,9,7,5,7,3d4,4
657,547,Whimsicott,GRASS,FAIRY,480,60,67,85,77,75,116,Grass,Fairy,Medium-Fast,5,13,4,9,15,10,10,10,3d4,6
658,548,Petilil,GRASS,,280,45,35,50,70,50,30,Grass,,Medium-Fast,5,10,3,5,4,7,9,7,3d4,4
659,549,Lilligant,GRASS,,480,70,60,75,110,75,90,Grass,,Medium-Fast,5,15,4,8,12,10,14,10,3d4,6
660,549,Lilligant-Hisuian-Lilligant,GRASS,FIGHTING,480,70,105,75,50,75,105,Grass,,Medium-Fast,5,15,4,14,14,10,7,10,3d4,6
661,550,Basculin-Red-Striped-Form,WATER,,460,70,92,65,80,55,98,Water-2,,Medium-Fast,5,15,4,12,13,8,10,7,3d4,4
662,550,Basculin-Blue-Striped-Form,WATER,,460,70,92,65,80,55,98,Water-2,,Medium-Fast,5,15,4,12,13,8,10,7,3d4,4
663,550,Basculin-White-Striped-Form,WATER,,460,70,92,65,80,55,98,Water-2,,Medium-Fast,5,15,4,12,13,8,10,7,3d4,4
664,551,Sandile,GROUND,DARK,292,50,72,35,35,35,65,Field,,Medium-Slow,-5,11,3,9,9,5,5,5,3d4,2
665,552,Krokorok,GROUND,DARK,351,60,82,45,45,45,74,Field,,Medium-Slow,-5,13,4,11,10,6,6,6,3d4,3
666,553,Krookodile,GROUND,DARK,519,95,117,80,65,70,92,Field,,Medium-Slow,-5,20,5,15,12,10,9,9,3d4,6
667,554,Darumaka,FIRE,,315,70,90,45,15,45,50,Field,,Medium-Slow,-5,15,4,12,7,6,2,6,3d4,3
668,554,Galarian-Darumaka,ICE,,315,70,90,45,15,45,50,Field,,Medium-Slow,-5,15,4,12,7,6,2,6,3d4,3
669,555,Darmanitan-Standard-Mode,FIRE,,480,105,140,55,30,55,95,Field,,Medium-Slow,-5,22,6,18,12,7,4,7,3d4,4
670,555,Darmanitan-Zen-Mode,FIRE,PSYCHIC,540,105,30,105,140,105,55,Field,,Medium-Slow,-5,22,6,4,7,14,18,14,3d4,8
671,555,Darmanitan-Galarian-Standard-Mode,ICE,,480,105,140,55,30,55,95,Field,,Medium-Slow,-5,22,6,18,12,7,4,7,3d4,4
672,555,Darmanitan-Galarian-Zen-Mode,ICE,FIRE,540,105,160,55,30,55,135,Field,,Medium-Slow,-5,22,6,20,17,7,4,7,3d4,4
673,556,Maractus,GRASS,,461,75,86,67,106,67,60,Grass,,Medium-Fast,5,16,4,11,8,9,14,9,3d4,5
674,557,Dwebble,BUG,ROCK,325,50,65,85,35,35,55,Bug,Mineral,Medium-Fast,5,11,3,9,7,8,5,5,3d4,4
675,558,Crustle,BUG,ROCK,485,70,105,125,65,75,45,Bug,Mineral,Medium-Fast,5,15,4,14,6,13,9,10,3d4,8
676,559,Scraggy,DARK,FIGHTING,348,50,75,70,35,70,48,Field,Dragon,Medium-Fast,5,11,3,10,6,9,5,9,3d4,5
677,560,Scrafty,DARK,FIGHTING,488,65,90,115,45,115,58,Field,Dragon,Medium-Fast,5,14,4,12,8,15,6,15,3d4,9
678,561,Sigilyph,PSYCHIC,FLYING,490,72,58,80,103,80,97,Flying,,Medium-Fast,5,15,4,8,13,10,13,10,3d4,6
679,562,Yamask,GHOST,,303,38,30,85,55,65,30,Mineral,Amorphous,Medium-Fast,5,8,2,4,4,10,7,9,3d4,6
680,562,Galarian-Yamask,GROUND,GHOST,303,38,55,85,30,65,30,Mineral,Amorphous,Medium-Fast,5,8,2,7,4,10,4,9,3d4,6
681,563,Cofagrigus,GHOST,,483,58,50,145,95,105,30,Mineral,Amorphous,Medium-Fast,5,12,3,7,4,16,12,14,3d4,10
682,564,Tirtouga,WATER,ROCK,355,54,78,103,53,45,22,Water-1,Water-3,Medium-Fast,5,11,3,10,3,10,7,6,3d4,5
683,565,Carracosta,WATER,ROCK,495,74,108,133,83,65,32,Water-1,Water-3,Medium-Fast,5,15,4,14,4,13,11,9,3d4,7
684,566,Archen,ROCK,FLYING,401,55,112,45,74,45,70,Flying,Water-3,Medium-Fast,5,12,3,14,9,6,10,6,3d4,3
685,567,Archeops,ROCK,FLYING,567,75,140,65,112,65,110,Flying,Water-3,Medium-Fast,5,16,4,18,14,9,14,9,3d4,5
686,568,Trubbish,POISON,,329,50,50,62,40,62,65,Mineral,,Medium-Fast,5,11,3,7,9,8,5,8,3d4,4
687,569,Garbodor,POISON,,474,80,95,82,60,82,75,Mineral,,Medium-Fast,5,17,5,12,10,11,8,11,3d4,6
688,570,Zorua,DARK,,330,40,65,40,80,40,65,Field,,Medium-Slow,-5,9,3,9,9,5,10,5,3d4,3
689,570,Zorua-Hisuian-Zorua,NORMAL,GHOST,330,35,60,40,85,40,70,Field,,Medium-Slow,-5,8,2,8,9,5,11,5,3d4,3
690,571,Zoroark,DARK,,510,60,105,60,120,60,105,Field,,Medium-Slow,-5,13,4,14,14,8,15,8,3d4,4
691,571,Zoroark-Hisuian-Zoroark,NORMAL,GHOST,510,55,100,60,125,60,110,Field,,Medium-Slow,-5,12,3,13,14,8,16,8,3d4,4
692,572,Minccino,NORMAL,,300,55,50,40,40,40,75,Field,,Fast,10,12,3,7,10,5,5,5,3d4,3
693,573,Cinccino,NORMAL,,470,75,95,60,65,60,115,Field,,Fast,10,16,4,12,15,8,9,8,3d4,4
694,574,Gothita,PSYCHIC,,290,45,30,50,55,65,45,Human-Like,,Medium-Slow,-5,10,3,4,6,8,7,9,3d4,4
695,575,Gothorita,PSYCHIC,,390,60,45,70,75,85,55,Human-Like,,Medium-Slow,-5,13,4,6,7,10,10,11,3d4,6
696,576,Gothitelle,PSYCHIC,,490,70,55,95,95,110,65,Human-Like,,Medium-Slow,-5,15,4,7,9,13,12,14,3d4,8
697,577,Solosis,PSYCHIC,,290,45,30,40,105,50,20,Amorphous,,Medium-Slow,-5,10,3,4,3,6,14,7,3d4,3
698,578,Duosion,PSYCHIC,,370,65,40,50,125,60,30,Amorphous,,Medium-Slow,-5,14,4,5,4,7,16,8,3d4,4
699,579,Reuniclus,PSYCHIC,,490,110,65,75,125,85,30,Amorphous,,Medium-Slow,-5,23,6,9,4,10,16,11,3d4,6
700,580,Ducklett,WATER,FLYING,305,62,44,50,44,50,55,Water-1,Flying,Medium-Fast,5,13,4,6,7,7,6,7,3d4,4
701,581,Swanna,WATER,FLYING,473,75,87,63,87,63,98,Water-1,Flying,Medium-Fast,5,16,4,11,13,8,11,8,3d4,5
702,582,Vanillite,ICE,,305,36,50,50,65,60,44,Mineral,,Slow,-10,8,2,7,6,7,9,8,3d4,4
703,583,Vanillish,ICE,,395,51,65,65,80,75,59,Mineral,,Slow,-10,11,3,9,8,9,10,10,3d4,5
704,584,Vanilluxe,ICE,,535,71,95,85,110,95,79,Mineral,,Slow,-10,15,4,12,10,12,14,12,3d4,7
705,585,Deerling,NORMAL,GRASS,335,60,60,50,40,50,75,Field,,Medium-Fast,5,13,4,8,10,7,5,7,3d4,4
706,586,Sawsbuck,NORMAL,GRASS,475,80,100,70,60,70,95,Field,,Medium-Fast,5,17,5,13,12,9,8,9,3d4,5
707,587,Emolga,ELECTRIC,FLYING,428,55,75,60,75,60,103,Field,,Medium-Fast,5,12,3,10,13,8,10,8,3d4,4
708,588,Karrablast,BUG,,315,50,75,45,40,45,60,Bug,,Medium-Fast,5,11,3,10,8,6,5,6,3d4,3
709,589,Escavalier,BUG,STEEL,495,70,135,105,60,105,20,Bug,,Medium-Fast,5,15,4,17,3,14,8,14,3d4,8
710,590,Foongus,GRASS,POISON,294,69,55,45,55,55,15,Grass,,Medium-Fast,5,14,4,7,2,7,7,7,3d4,4
711,591,Amoonguss,GRASS,POISON,464,114,85,70,85,80,30,Grass,,Medium-Fast,5,23,6,11,4,10,11,10,3d4,6
712,592,Frillish,WATER,GHOST,335,55,40,50,65,85,40,Amorphous,,Medium-Fast,5,12,3,5,5,9,9,11,3d4,5
713,593,Jellicent,WATER,GHOST,480,100,60,70,85,105,60,Amorphous,,Medium-Fast,5,21,6,8,8,11,11,14,3d4,7
714,594,Alomomola,WATER,,470,165,75,80,40,45,65,Water-1,Water-2,Fast,10,34,9,10,9,8,5,6,3d4,5
715,595,Joltik,BUG,ELECTRIC,319,50,47,50,57,50,65,Bug,,Medium-Fast,5,11,3,6,9,7,8,7,3d4,4
716,596,Galvantula,BUG,ELECTRIC,472,70,77,60,97,60,108,Bug,,Medium-Fast,5,15,4,10,14,8,13,8,3d4,4
717,597,Ferroseed,GRASS,STEEL,305,44,50,91,24,86,10,Grass,Mineral,Medium-Fast,5,9,3,7,2,12,3,11,3d4,7
718,598,Ferrothorn,GRASS,STEEL,489,74,94,131,54,116,20,Grass,Mineral,Medium-Fast,5,15,4,12,3,16,7,15,3d4,9
719,599,Klink,STEEL,,300,40,55,70,45,60,30,Mineral,,Medium-Slow,-5,9,3,7,4,9,6,8,3d4,5
720,600,Klang,STEEL,,440,60,80,95,70,85,50,Mineral,,Medium-Slow,-5,13,4,10,7,12,9,11,3d4,7
721,601,Klinklang,STEEL,,520,60,100,115,70,85,90,Mineral,,Medium-Slow,-5,13,4,13,12,13,9,11,3d4,8
722,602,Tynamo,ELECTRIC,,275,35,55,40,45,40,60,Amorphous,,Slow,-10,8,2,7,8,5,6,5,3d4,3
723,603,Eelektrik,ELECTRIC,,405,65,85,70,75,70,40,Amorphous,,Slow,-10,14,4,11,5,9,10,9,3d4,5
724,604,Eelektross,ELECTRIC,,515,85,115,80,105,80,50,Amorphous,,Slow,-10,18,5,15,7,10,14,10,3d4,6
725,605,Elgyem,PSYCHIC,,335,55,55,55,85,55,30,Human-Like,,Medium-Fast,5,12,3,7,4,7,11,7,3d4,4
726,606,Beheeyem,PSYCHIC,,485,75,75,75,125,95,40,Human-Like,,Medium-Fast,5,16,4,10,5,11,16,12,3d4,6
727,607,Litwick,GHOST,FIRE,275,50,30,55,65,55,20,Amorphous,,Medium-Slow,-5,11,3,4,3,7,9,7,3d4,4
728,608,Lampent,GHOST,FIRE,370,60,40,60,95,60,55,Amorphous,,Medium-Slow,-5,13,4,5,7,8,12,8,3d4,4
729,609,Chandelure,GHOST,FIRE,520,60,55,90,145,90,80,Amorphous,,Medium-Slow,-5,13,4,7,10,12,19,12,3d4,7
730,610,Axew,DRAGON,,320,46,87,60,30,40,57,Monster,Dragon,Slow,-10,10,3,11,8,7,4,5,3d4,4
731,611,Fraxure,DRAGON,,410,66,117,70,40,50,67,Monster,Dragon,Slow,-10,14,4,15,9,8,5,7,3d4,4
732,612,Haxorus,DRAGON,,540,76,147,90,60,70,97,Monster,Dragon,Slow,-10,16,4,19,13,10,8,9,3d4,6
733,613,Cubchoo,ICE,,305,55,70,40,60,40,40,Field,,Medium-Fast,5,12,3,9,5,5,8,5,3d4,3
734,614,Beartic,ICE,,505,95,130,80,70,80,50,Field,,Medium-Fast,5,20,5,17,7,10,9,10,3d4,6
735,615,Cryogonal,ICE,,515,80,50,50,95,135,105,Mineral,,Medium-Fast,5,17,5,7,14,12,12,17,3d4,7
736,616,Shelmet,BUG,,305,50,40,85,40,65,25,Bug,,Medium-Fast,5,11,3,5,4,10,5,9,3d4,6
737,617,Accelgor,BUG,,495,80,70,40,100,60,145,Bug,,Medium-Fast,5,17,5,9,19,7,13,8,3d4,4
738,618,Stunfisk,GROUND,ELECTRIC,471,109,66,84,81,99,32,Water-1,Amorphous,Medium-Fast,5,22,6,9,4,12,11,13,3d4,7
739,618,Galarian-Stunfisk,GROUND,STEEL,471,109,81,99,66,84,32,Water-1,Amorphous,Medium-Fast,5,22,6,11,4,12,9,11,3d4,7
740,619,Mienfoo,FIGHTING,,350,45,85,50,55,50,65,Field,Human-Like,Medium-Slow,-5,10,3,11,9,7,7,7,3d4,4
741,620,Mienshao,FIGHTING,,510,65,125,60,95,60,105,Field,Human-Like,Medium-Slow,-5,14,4,16,14,8,12,8,3d4,4
742,621,Druddigon,DRAGON,,485,77,120,90,60,90,48,Dragon,Monster,Medium-Fast,5,16,4,15,6,12,8,12,3d4,7
743,622,Golett,GROUND,GHOST,303,59,74,50,35,50,35,Mineral,,Medium-Fast,5,12,3,10,5,7,5,7,3d4,4
744,623,Golurk,GROUND,GHOST,483,89,124,80,55,80,55,Mineral,,Medium-Fast,5,18,5,16,7,10,7,10,3d4,6
745,624,Pawniard,DARK,STEEL,340,45,85,70,40,40,60,Human-Like,,Medium-Fast,5,10,3,11,8,7,5,5,3d4,4
746,625,Bisharp,DARK,STEEL,490,65,125,100,60,70,70,Human-Like,,Medium-Fast,5,14,4,16,9,11,8,9,3d4,6
747,626,Bouffalant,NORMAL,,490,95,110,95,40,95,55,Field,,Medium-Fast,5,20,5,14,7,12,5,12,3d4,7
748,627,Rufflet,NORMAL,FLYING,350,70,83,50,37,50,60,Flying,,Slow,-10,15,4,11,8,7,5,7,3d4,4
749,628,Braviary,NORMAL,FLYING,510,100,123,75,57,75,80,Flying,,Slow,-10,21,6,16,10,10,8,10,3d4,6
750,628,Braviary-Hisuian-Braviary,PSYCHIC,FLYING,510,110,83,70,112,70,65,Flying,,Slow,-10,23,6,11,9,9,14,9,3d4,5
751,629,Vullaby,DARK,FLYING,370,70,55,75,45,65,60,Flying,,Slow,-10,15,4,7,8,9,6,9,3d4,5
752,630,Mandibuzz,DARK,FLYING,510,110,65,105,55,95,80,Flying,,Slow,-10,23,6,9,10,13,7,12,3d4,8
753,631,Heatmor,FIRE,,484,85,97,66,105,66,65,Field,,Medium-Fast,5,18,5,13,9,9,14,9,3d4,5
754,632,Durant,BUG,STEEL,484,58,109,112,48,48,109,Bug,,Medium-Fast,5,12,3,14,14,10,6,6,3d4,6
755,633,Deino,DARK,DRAGON,300,52,65,50,45,50,38,Dragon,,Slow,-10,11,3,9,5,7,6,7,3d4,4
756,634,Zweilous,DARK,DRAGON,420,72,85,70,65,70,58,Dragon,,Slow,-10,15,4,11,8,9,9,9,3d4,5
757,635,Hydreigon,DARK,DRAGON,600,92,105,90,125,90,98,Dragon,,Slow,-10,19,5,14,13,12,16,12,3d4,7
758,636,Larvesta,BUG,FIRE,360,55,85,55,50,55,60,Bug,,Slow,-10,12,3,11,8,7,7,7,3d4,4
759,637,Volcarona,BUG,FIRE,550,85,60,65,135,105,100,Bug,,Slow,-10,18,5,8,13,11,17,14,3d4,6
760,638,Cobalion,STEEL,FIGHTING,580,91,90,129,90,72,108,No-Eggs-Discovered,,Slow,-10,19,5,12,14,13,12,9,3d4,8
761,639,Terrakion,ROCK,FIGHTING,580,91,129,90,72,90,108,No-Eggs-Discovered,,Slow,-10,19,5,17,14,12,9,12,3d4,7
762,640,Virizion,GRASS,FIGHTING,580,91,90,72,90,129,108,No-Eggs-Discovered,,Slow,-10,19,5,12,14,13,12,17,3d4,8
763,641,Tornadus-Incarnate-Forme,FLYING,,580,79,115,70,125,80,111,No-Eggs-Discovered,,Slow,-10,16,4,15,14,10,16,10,3d4,6
764,641,Tornadus-Therian-Forme,FLYING,,580,79,100,80,110,90,121,No-Eggs-Discovered,,Slow,-10,16,4,13,16,11,14,12,3d4,6
765,642,Thundurus-Incarnate-Forme,ELECTRIC,FLYING,580,79,115,70,125,80,111,No-Eggs-Discovered,,Slow,-10,16,4,15,14,10,16,10,3d4,6
766,642,Thundurus-Therian-Forme,ELECTRIC,FLYING,580,79,105,70,145,80,101,No-Eggs-Discovered,,Slow,-10,16,4,14,13,10,19,10,3d4,6
767,643,Reshiram,DRAGON,FIRE,680,100,120,100,150,120,90,No-Eggs-Discovered,,Slow,-10,21,6,15,12,14,19,15,3d4,8
768,644,Zekrom,DRAGON,ELECTRIC,680,100,150,120,120,100,90,No-Eggs-Discovered,,Slow,-10,21,6,19,12,14,15,13,3d4,8
769,645,Landorus-Incarnate-Forme,GROUND,FLYING,600,89,125,90,115,80,101,No-Eggs-Discovered,,Slow,-10,18,5,16,13,11,15,10,3d4,6
770,645,Landorus-Therian-Forme,GROUND,FLYING,600,89,145,90,105,80,91,No-Eggs-Discovered,,Slow,-10,18,5,19,12,11,14,10,3d4,6
771,646,Kyurem,DRAGON,ICE,660,125,130,90,130,90,95,No-Eggs-Discovered,,Slow,-10,26,7,17,12,12,17,12,3d4,7
772,646,Kyurem-Black-Kyurem,DRAGON,ICE,700,125,170,100,120,90,95,No-Eggs-Discovered,,Slow,-10,26,7,22,12,12,15,12,3d4,7
773,646,Kyurem-White-Kyurem,DRAGON,ICE,700,125,120,90,170,100,95,No-Eggs-Discovered,,Slow,-10,26,7,15,12,12,22,13,3d4,7
774,647,Keldeo-Ordinary-Form,WATER,FIGHTING,580,91,72,90,129,90,108,No-Eggs-Discovered,,Slow,-10,19,5,9,14,12,17,12,3d4,7
775,647,Keldeo-Resolute-Form,WATER,FIGHTING,580,91,72,90,129,90,108,No-Eggs-Discovered,,Slow,-10,19,5,9,14,12,17,12,3d4,7
776,648,Meloetta-Aria-Forme,NORMAL,PSYCHIC,600,100,77,77,128,128,90,No-Eggs-Discovered,,Slow,-10,21,6,10,12,13,16,16,3d4,8
777,648,Meloetta-Pirouette-Forme,NORMAL,FIGHTING,600,100,128,90,77,77,128,No-Eggs-Discovered,,Slow,-10,21,6,16,16,11,10,10,3d4,6
778,649,Genesect,BUG,STEEL,600,71,120,95,120,95,99,No-Eggs-Discovered,,Slow,-10,15,4,15,13,12,15,12,3d4,7
779,650,Chespin,GRASS,,313,56,61,65,48,45,38,Field,,Medium-Slow,-5,12,3,8,5,7,6,6,3d4,4
780,651,Quilladin,GRASS,,405,61,78,95,56,58,57,Field,,Medium-Slow,-5,13,4,10,8,10,7,8,3d4,6
781,652,Chesnaught,GRASS,FIGHTING,530,88,107,122,74,75,64,Field,,Medium-Slow,-5,18,5,14,8,13,10,10,3d4,7
782,653,Fennekin,FIRE,,307,40,45,40,62,60,60,Field,,Medium-Slow,-5,9,3,6,8,7,8,8,3d4,4
783,654,Braixen,FIRE,,409,59,59,58,90,70,73,Field,,Medium-Slow,-5,12,3,8,10,8,12,9,3d4,5
784,655,Delphox,FIRE,PSYCHIC,534,75,69,72,114,100,104,Field,,Medium-Slow,-5,16,4,9,13,11,15,13,3d4,6
785,656,Froakie,WATER,,314,41,56,40,62,44,71,Water-1,,Medium-Slow,-5,9,3,7,9,6,8,6,3d4,3
786,657,Frogadier,WATER,,405,54,63,52,83,56,97,Water-1,,Medium-Slow,-5,11,3,8,13,7,11,7,3d4,4
787,658,Greninja,WATER,DARK,530,72,95,67,103,71,122,Water-1,,Medium-Slow,-5,15,4,12,16,9,13,9,3d4,5
788,658,Greninja-Ash-Greninja,WATER,DARK,640,72,145,67,153,71,132,Water-1,,Medium-Slow,-5,15,4,19,17,9,20,9,3d4,5
789,659,Bunnelby,NORMAL,,237,38,36,38,32,36,57,Field,,Medium-Fast,5,8,2,5,8,5,4,5,3d4,2
790,660,Diggersby,NORMAL,GROUND,423,85,56,77,50,77,78,Field,,Medium-Fast,5,18,5,7,10,10,7,10,3d4,6
791,661,Fletchling,NORMAL,FLYING,278,45,50,43,40,38,62,Flying,,Medium-Slow,-5,10,3,7,8,6,5,5,3d4,3
792,662,Fletchinder,FIRE,FLYING,382,62,73,55,56,52,84,Flying,,Medium-Slow,-5,13,4,10,11,7,7,7,3d4,4
793,663,Talonflame,FIRE,FLYING,499,78,81,71,74,69,126,Flying,,Medium-Slow,-5,16,4,11,16,9,10,9,3d4,5
794,664,Scatterbug,BUG,,200,38,35,40,27,25,35,Bug,,Medium-Fast,5,8,2,5,5,5,4,4,3d4,2
795,665,Spewpa,BUG,,213,45,22,60,27,30,29,Bug,,Medium-Fast,5,10,3,3,4,6,4,4,3d4,3
796,666,Vivillon,BUG,FLYING,411,80,52,50,90,50,89,Bug,,Medium-Fast,5,17,5,7,12,7,12,7,3d4,4
797,667,Litleo,FIRE,NORMAL,369,62,50,58,73,54,72,Field,,Medium-Slow,-5,13,4,7,9,7,10,7,3d4,4
798,668,Pyroar,FIRE,NORMAL,507,86,68,72,109,66,106,Field,,Medium-Slow,-5,18,5,9,14,9,14,9,3d4,5
799,669,Flabebe,FAIRY,,303,44,38,39,61,79,42,Fairy,,Medium-Fast,5,9,3,5,6,8,8,10,3d4,4
800,670,Floette,FAIRY,,371,54,45,47,75,98,52,Fairy,,Medium-Fast,5,11,3,6,7,10,10,13,3d4,5
801,671,Florges,FAIRY,,552,78,65,68,112,154,75,Fairy,,Medium-Fast,5,16,4,9,10,14,14,20,3d4,8
802,672,Skiddo,GRASS,,350,66,65,48,62,57,52,Field,,Medium-Fast,5,14,4,9,7,7,8,8,3d4,4
803,673,Gogoat,GRASS,,531,123,100,62,97,81,68,Field,,Medium-Fast,5,25,7,13,9,9,13,11,3d4,5
804,674,Pancham,FIGHTING,,348,67,82,62,46,48,43,Field,Human-Like,Medium-Fast,5,14,4,11,6,7,6,6,3d4,4
805,675,Pangoro,FIGHTING,DARK,495,95,124,78,69,71,58,Field,Human-Like,Medium-Fast,5,20,5,16,8,10,9,9,3d4,5
806,676,Furfrou,NORMAL,,472,75,80,60,65,90,102,Field,,Medium-Fast,5,16,4,10,13,10,9,12,3d4,6
807,677,Espurr,PSYCHIC,,355,62,48,54,63,60,68,Field,,Medium-Fast,5,13,4,6,9,8,8,8,3d4,4
808,678,Meowstic-Male,PSYCHIC,,466,74,48,76,83,81,104,Field,,Medium-Fast,5,15,4,6,13,10,11,11,3d4,6
809,678,Meowstic-Female,PSYCHIC,,466,74,48,76,83,81,104,Field,,Medium-Fast,5,15,4,6,13,10,11,11,3d4,6
810,679,Honedge,STEEL,GHOST,325,45,80,100,35,37,28,Mineral,,Medium-Fast,5,10,3,10,4,9,5,5,3d4,5
811,680,Doublade,STEEL,GHOST,448,59,110,150,45,49,35,Mineral,,Medium-Fast,5,12,3,14,5,13,6,7,3d4,7
812,681,Aegislash-Shield-Forme,STEEL,GHOST,500,60,50,140,50,140,60,Mineral,,Medium-Fast,5,13,4,7,8,18,7,18,3d4,11
813,681,Aegislash-Blade-Forme,STEEL,GHOST,500,60,140,50,140,50,60,Mineral,,Medium-Fast,5,13,4,18,8,7,18,7,3d4,4
814,682,Spritzee,FAIRY,,341,78,52,60,63,65,23,Fairy,,Medium-Fast,5,16,4,7,3,8,8,9,3d4,5
815,683,Aromatisse,FAIRY,,462,101,72,72,99,89,29,Fairy,,Medium-Fast,5,21,6,9,4,11,13,12,3d4,6
816,684,Swirlix,FAIRY,,341,62,48,66,59,57,49,Fairy,,Medium-Fast,5,13,4,6,7,8,8,8,3d4,4
817,685,Slurpuff,FAIRY,,480,82,80,86,85,75,72,Fairy,,Medium-Fast,5,17,5,10,9,11,11,10,3d4,6
818,686,Inkay,DARK,PSYCHIC,288,53,54,53,37,46,45,Water-1,Water-2,Medium-Fast,5,11,3,7,6,7,5,6,3d4,3
819,687,Malamar,DARK,PSYCHIC,482,86,92,88,68,75,73,Water-1,Water-2,Medium-Fast,5,18,5,12,10,11,9,10,3d4,6
820,688,Binacle,ROCK,WATER,306,42,52,67,39,56,50,Water-3,,Medium-Fast,5,9,3,7,7,8,5,7,3d4,4
821,689,Barbaracle,ROCK,WATER,500,72,105,115,54,86,68,Water-3,,Medium-Fast,5,15,4,14,9,13,7,11,3d4,8
822,690,Skrelp,POISON,WATER,320,50,60,60,60,60,30,Water-1,Dragon,Medium-Fast,5,11,3,8,4,8,8,8,3d4,4
823,691,Dragalge,POISON,DRAGON,494,65,75,90,97,123,44,Water-1,Dragon,Medium-Fast,5,14,4,10,6,14,13,16,3d4,8
